best_r1,best_r2,best_r_concat,group
0.0011386578129532086,0.0011386578129532086,0.0010768525850576227,high
0.005778380007529734,0.056389527800266494,0.01423210951525939,high
0.013271377082283507,0.0009877776578893413,2.6725886937695162,high
0.0007181792557454349,0.04639193939388683,2.2157936343432896,high
0.009432417327096588,0.0688729895098659,0.01735851852126775,high
0.0029749078086452195,0.0038164083359485505,0.0024811937996048867,high
0.0011218260783887324,0.0030511893023016544,0.0022956618220967093,high
0.08217691133579401,0.0009877776578893413,0.021958741467008668,high
0.0036677524511076532,0.014944253071976353,1.4228296837777052,high
0.0675726716212354,0.0026104568140979546,0.05406559334897959,high
0.00018079955387981884,0.005778380007529734,0.002017039373812276,high
0.0044643689080938525,6.437892671989258e-06,5.295314174146814,high
0.03517297721390867,0.04070042197147075,2.6941611593117893,high
0.009546384766376027,0.019184761759015265,0.010216266212605329,high
0.3194368307202457,0.0675726716212354,0.1929994924230607,high
0.0008646385732815494,0.018641899362791217,0.7064952274778719,high
0.05277809269321287,1.1523569587450905e-06,1.1150719601581136,high
0.009104406753730847,0.002089359810100423,0.0036051848113646864,high
